Algorithm,Iteration,Lumens Config,Watts Config,Energy,Uniformity (IUDI),Avg Desk Lux,Objective
BO1_30_5_EI,11,"[3600.0, 3600.0, 486.93801568705845, 3600.0, 3600.0, 3600.0, 3600.0, 2844.454778435111, 3432.452881547783, 3600.0, 3600.0, 0.0, 2250.1955143477403, 0.0, 299.396628020486, 1934.3698793547144, 3600.0, 3289.179557931379]","[29.008863819500405, 29.008863819500405, 3.923755162667675, 29.008863819500405, 29.008863819500405, 29.008863819500405, 29.008863819500405, 22.920667030097594, 27.65876616879761, 29.008863819500405, 29.008863819500405, 0.0, 18.132115345267852, 0.0, 2.4125433361844157, 15.587186779651205, 29.008863819500405, 26.504267187198863]",378.1,0.18,"[433.0, 237.0, 593.0, 492.0, 502.0, 625.0]",12.244108179012347
BO1_30_5_EI,12,"[3600.0, 3600.0, 3600.0, 3600.0, 3600.0, 3600.0, 3600.0, 3600.0, 3600.0, 3600.0, 3600.0, 0.0, 0.0, 3600.0, 2380.411373446118, 3600.0, 3600.0, 3600.0]","[29.008863819500405, 29.008863819500405, 29.008863819500405, 29.008863819500405, 29.008863819500405, 29.008863819500405, 29.008863819500405, 29.008863819500405, 29.008863819500405, 29.008863819500405, 29.008863819500405, 0.0, 0.0, 29.008863819500405, 19.181397046302322, 29.008863819500405, 29.008863819500405, 29.008863819500405]",454.2,0.23,"[493.0, 447.0, 630.0, 666.0, 667.0, 662.0]",5.039849074074074
BO1_30_5_EI,13,"[0.0, 0.0, 0.0, 3600.0, 3600.0, 3600.0, 3600.0, 3600.0, 0.0, 0.0, 0.0, 3600.0, 3600.0, 0.0, 0.0, 0.0, 3600.0, 0.0]","[0.0, 0.0, 0.0, 29.008863819500405, 29.008863819500405, 29.008863819500405, 29.008863819500405, 29.008863819500405, 0.0, 0.0, 0.0, 29.008863819500405, 29.008863819500405, 0.0, 0.0, 0.0, 29.008863819500405, 0.0]",232.0,0.24,"[180.0, 199.0, 343.0, 344.0, 329.0, 340.0]",100.2043086419753
BO1_30_5_EI,14,"[3600.0, 0.0, 3600.0, 3600.0, 3600.0, 0.0, 0.0, 3600.0, 3600.0, 3600.0, 3600.0, 3600.0, 0.0, 0.0, 3600.0, 0.0, 3600.0, 0.0]","[29.008863819500405, 0.0, 29.008863819500405, 29.008863819500405, 29.008863819500405, 0.0, 0.0, 29.008863819500405, 29.008863819500405, 29.008863819500405, 29.008863819500405, 29.008863819500405, 0.0, 0.0, 29.008863819500405, 0.0, 29.008863819500405, 0.0]",319.0,0.16,"[331.0, 472.0, 88.4, 376.0, 613.0, 631.0]",75.31092438271605
BO1_30_5_EI,15,"[3600.0, 0.0, 1915.7004273919645, 3600.0, 0.0, 3600.0, 0.0, 3600.0, 3085.619320897574, 0.0, 3600.0, 0.0, 3600.0, 112.88447080757827, 0.0, 3600.0, 3600.0, 124.78570539800201]","[29.008863819500405, 0.0, 15.436748004770061, 29.008863819500405, 0.0, 29.008863819500405, 0.0, 29.008863819500405, 24.86397518853807, 0.0, 29.008863819500405, 0.0, 29.008863819500405, 0.909625066942613, 0.0, 29.008863819500405, 29.008863819500405, 1.005525426253038]",274.2,0.2,"[442.0, 212.0, 234.0, 309.0, 509.0, 338.0]",72.02512685185185
BO1_30_5_EI,16,"[3600.0, 3600.0, 3600.0, 3600.0, 3600.0, 3600.0, 0.0, 0.0, 3600.0, 3600.0, 0.0, 3600.0, 3600.0, 3600.0, 3600.0, 3600.0, 3600.0, 0.0]","[29.008863819500405, 29.008863819500405, 29.008863819500405, 29.008863819500405, 29.008863819500405, 29.008863819500405, 0.0, 0.0, 29.008863819500405, 29.008863819500405, 0.0, 29.008863819500405, 29.008863819500405, 29.008863819500405, 29.008863819500405, 29.008863819500405, 29.008863819500405, 0.0]",406.0,0.41,"[487.0, 511.0, 375.0, 402.0, 534.0, 648.0]",26.967540123456793
BO1_30_5_EI,17,"[0.0, 3600.0, 3600.0, 3600.0, 3600.0, 3600.0, 3600.0, 3600.0, 3600.0, 0.0, 0.0, 3600.0, 0.0, 3600.0, 3600.0, 3600.0, 0.0, 0.0]","[0.0, 29.008863819500405, 29.008863819500405, 29.008863819500405, 29.008863819500405, 29.008863819500405, 29.008863819500405, 29.008863819500405, 29.008863819500405, 0.0, 0.0, 29.008863819500405, 0.0, 29.008863819500405, 29.008863819500405, 29.008863819500405, 0.0, 0.0]",348.0,0.14,"[217.0, 486.0, 491.0, 647.0, 641.0, 490.0]",35.326462962962964
BO1_30_5_EI,18,"[1005.3383628296092, 1241.4659235146362, 1102.5767760795616, 3524.4081159411617, 3300.629871347637, 2235.200167185918, 3268.8008773534207, 2521.6057183636995, 1961.5044345714973, 198.93950956893545, 3014.7822356117695, 989.559272481119, 3230.637115951286, 971.3574822129194, 1223.1513362483636, 3088.476201773461, 3593.694603398593, 2360.3808832548816]","[8.101034349956562, 10.003754419940663, 8.884583207732165, 28.399743077688655, 26.596534015694097, 18.011282572005786, 26.340055417835785, 20.319143580690568, 15.80583750661964, 1.6030580948342905, 24.293168699530778, 7.97388616020241, 26.032531151904, 7.82721581154649, 9.856175151074646, 24.886995985281718, 28.95805482190647, 19.01999100124804]",312.9,0.44,"[363.0, 301.0, 420.0, 404.0, 434.0, 427.0]",46.95924212962964
BO1_30_5_EI,19,"[3600.0, 1.9984014443252818e-13, 3600.0, 3600.0, 3600.0, 3600.0, 3600.0, 0.0, 3600.0, 0.0, 3600.0, 3600.0, 3600.0, 0.0, 3600.0, 3600.0, 3600.0, 0.0]","[29.008863819500405, 1.6103154265312505e-15, 29.008863819500405, 29.008863819500405, 29.008863819500405, 29.008863819500405, 29.008863819500405, 0.0, 29.008863819500405, 0.0, 29.008863819500405, 29.008863819500405, 29.008863819500405, 0.0, 29.008863819500405, 29.008863819500405, 29.008863819500405, 0.0]",378.6,0.41,"[477.0, 503.0, 371.0, 394.0, 516.0, 501.0]",28.315065740740742
BO1_30_5_EI,20,"[0.0, 3357.9649676214635, 3600.0, 3600.0, 3600.0, 3600.0, 1534.7283060100672, 3600.0, 3301.4635460197087, 3600.0, 0.0, 3600.0, 1436.7782291765666, 2755.985648246014, 3212.4157603306708, 3600.0, 3600.0, 299.3069984236056]","[0.0, 27.058541237884477, 29.008863819500405, 29.008863819500405, 29.008863819500405, 29.008863819500405, 12.366867896938496, 29.008863819500405, 26.60325178098073, 29.008863819500405, 0.0, 29.008863819500405, 11.577584441390545, 22.207781210685045, 25.885703145291465, 29.008863819500405, 29.008863819500405, 2.4118210993038325]",389.2,0.16,"[239.0, 451.0, 423.0, 570.0, 645.0, 648.0]",38.785366049382716
BO1_30_5_EI,21,"[3600.0, 3600.0, 63.42613942370355, 3600.0, 3600.0, 2838.1699056125285, 1007.4946637453469, 3600.0, 3600.0, 3459.199985250364, 3600.0, 0.0, 3071.3943232147394, 3600.0, 244.60214270565245, 958.2590912200649, 3586.762799479916, 3600.0]","[29.008863819500405, 29.008863819500405, 0.5110889558719062, 29.008863819500405, 29.008863819500405, 22.870023413477266, 8.1184098609617, 29.008863819500405, 29.008863819500405, 27.874294804596005, 29.008863819500405, 0.0, 24.749349905034162, 29.008863819500405, 1.9710084021406322, 7.721668744722521, 28.902198223045254, 29.008863819500405]",383.7,0.2,"[582.0, 345.0, 504.0, 430.0, 512.0, 621.0]",11.534832870370371
BO1_30_5_EI,22,"[3600.0, 3600.0, 2437.983925685338, 3600.0, 2646.8952276641735, 3600.0, 3205.606227799805, 111.55830269753784, 3600.0, 1028.7670109639394, 3600.0, 0.0, 2742.644576962469, 3600.0, 2595.79946432955, 2385.315154131972, 2522.868667963405, 3600.0]","[29.008863819500405, 29.008863819500405, 19.645317692871377, 29.008863819500405, 21.32872866772098, 29.008863819500405, 25.830831811440813, 0.8989387808020777, 29.008863819500405, 8.28982281195761, 29.008863819500405, 0.0, 22.100278621776543, 29.008863819500405, 20.916998100963337, 19.22091179800139, 20.32932045095411, 29.008863819500405]",390.4,0.25,"[585.0, 445.0, 612.0, 476.0, 481.0, 489.0]",9.397664197530865
BO1_30_5_EI,23,"[3600.0, 3600.0, 3600.0, 3600.0, 3600.0, 0.0, 3600.0, 3600.0, 0.0, 0.0, 3600.0, 0.0, 0.0, 3600.0, 0.0, 0.0, 3600.0, 3600.0]","[29.008863819500405, 29.008863819500405, 29.008863819500405, 29.008863819500405, 29.008863819500405, 0.0, 29.008863819500405, 29.008863819500405, 0.0, 0.0, 29.008863819500405, 0.0, 0.0, 29.008863819500405, 0.0, 0.0, 29.008863819500405, 29.008863819500405]",319.0,0.22,"[470.0, 335.0, 479.0, 609.0, 466.0, 359.0]",26.790924382716053
BO1_30_5_EI,24,"[3600.0, 3600.0, 1565.5162526438403, 3600.0, 3600.0, 0.0, 981.092517741904, 589.3197857587576, 1609.0282499278226, 1507.3043151692002, 3600.0, 0.0, 2747.0403964497095, 3600.0, 23.11081199038265, 1595.865357920102, 1138.7284834760233, 2105.5046968374963]","[29.008863819500405, 29.008863819500405, 12.614957716711043, 29.008863819500405, 29.008863819500405, 0.0, 7.905660900418243, 4.748749280892487, 12.965578162190353, 12.14588489258018, 29.008863819500405, 0.0, 22.13570021313223, 29.008863819500405, 0.1862273327186354, 12.859511345045142, 9.175894306817272, 16.966194172743727]",285.7,0.23,"[552.0, 328.0, 327.0, 336.0, 357.0, 448.0]",57.21715077160494
BO1_30_5_EI,25,"[0.0, 3600.0, 3600.0, 3600.0, 3600.0, 0.0, 0.0, 3600.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3600.0, 0.0, 3600.0, 3600.0]","[0.0, 29.008863819500405, 29.008863819500405, 29.008863819500405, 29.008863819500405, 0.0, 0.0, 29.008863819500405, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 29.008863819500405, 0.0, 29.008863819500405, 29.008863819500405]",232.0,0.11,"[79.0, 205.0, 319.0, 470.0, 456.0, 355.0]",87.33430864197531
BO1_30_5_EI,26,"[3600.0, 3600.0, 2748.7362224556664, 3600.0, 3600.0, 3600.0, 3089.061084932675, 0.0, 3600.0, 0.0, 2379.933287415124, 0.0, 0.0, 3600.0, 1447.871113166186, 1256.7187291276043, 3600.0, 3600.0]","[29.008863819500405, 29.008863819500405, 22.14936520915122, 29.008863819500405, 29.008863819500405, 29.008863819500405, 24.89170898414726, 0.0, 29.008863819500405, 0.0, 19.177544620589238, 0.0, 0.0, 29.008863819500405, 11.66697109722954, 10.126661797966191, 29.008863819500405, 29.008863819500405]",349.0,0.22,"[436.0, 348.0, 586.0, 462.0, 472.0, 481.0]",19.148378086419754
BO1_30_5_EI,27,"[3600.0, 3600.0, 0.0, 3600.0, 2828.302686000425, 3137.069054641594, 3600.0, 3600.0, 3600.0, 3600.0, 3600.0, 0.0, 0.0, 3600.0, 676.9134515953028, 3600.0, 3600.0, 171.76021587318473]","[29.008863819500405, 29.008863819500405, 0.0, 29.008863819500405, 22.790513182920428, 25.278558055129686, 29.008863819500405, 29.008863819500405, 29.008863819500405, 29.008863819500405, 29.008863819500405, 0.0, 0.0, 29.008863819500405, 5.454580593032255, 29.008863819500405, 29.008863819500405, 1.3840468644092243]",374.0,0.21,"[458.0, 355.0, 471.0, 509.0, 530.0, 614.0]",11.506256172839507
BO1_30_5_EI,28,"[3600.0, 3600.0, 3600.0, 3600.0, 0.0, 0.0, 3600.0, 3600.0, 0.0, 0.0, 3600.0, 3600.0, 3600.0, 3600.0, 0.0, 0.0, 3600.0, 3600.0]","[29.008863819500405, 29.008863819500405, 29.008863819500405, 29.008863819500405, 0.0, 0.0, 29.008863819500405, 29.008863819500405, 0.0, 0.0, 29.008863819500405, 29.008863819500405, 29.008863819500405, 29.008863819500405, 0.0, 0.0, 29.008863819500405, 29.008863819500405]",348.0,0.2,"[619.0, 494.0, 504.0, 619.0, 459.0, 225.0]",36.066462962962966
BO1_30_5_EI,29,"[0.0, 3600.0, 3600.0, 3600.0, 3600.0, 3600.0, 3600.0, 3600.0, 3600.0, 3600.0, 3600.0, 3600.0, 3600.0, 3600.0, 3600.0, 0.0, 0.0, 3600.0]","[0.0, 29.008863819500405, 29.008863819500405, 29.008863819500405, 29.008863819500405, 29.008863819500405, 29.008863819500405, 29.008863819500405, 29.008863819500405, 29.008863819500405, 29.008863819500405, 29.008863819500405, 29.008863819500405, 29.008863819500405, 29.008863819500405, 0.0, 0.0, 29.008863819500405]",435.0,0.23,"[498.0, 620.0, 647.0, 670.0, 646.0, 620.0]",16.503078703703704
BO1_30_5_EI,30,"[3600.0, 3600.0, 879.3118748578187, 3600.0, 3600.0, 1733.085428491442, 1792.690290702681, 3600.0, 0.0, 1208.8800293047364, 3600.0, 3600.0, 2666.8298011198563, 3600.0, 418.6610444530039, 1094.967687026001, 685.65299139018, 2980.7344170093797]","[29.008863819500405, 29.008863819500405, 7.0855106757277895, 29.008863819500405, 29.008863819500405, 13.965233106296873, 14.445530142648519, 29.008863819500405, 0.0, 9.741176706726321, 29.008863819500405, 29.008863819500405, 21.489361814019794, 29.008863819500405, 3.3735781180741653, 8.823269033247389, 5.525003959630782, 24.018810773645285]",340.4,0.41,"[577.0, 493.0, 467.0, 465.0, 384.0, 387.0]",31.84190802469136
BO1_30_10_EI,1,"[3400, 3400, 3400, 3400, 3400, 3400, 3400, 3400, 3400, 3400, 3400, 3400, 3400, 3400, 3400, 3400, 3400, 3400]","[27.397260273972606, 27.397260273972606, 27.397260273972606, 27.397260273972606, 27.397260273972606, 27.397260273972606, 27.397260273972606, 27.397260273972606, 27.397260273972606, 27.397260273972606, 27.397260273972606, 27.397260273972606, 27.397260273972606, 27.397260273972606, 27.397260273972606, 27.397260273972606, 27.397260273972606, 27.397260273972606]",493.2,0.71,"[612.0, 618.0, 625.0, 651.0, 645.0, 634.0]",12.03453888888889
BO1_30_10_EI,2,"[2867.554752696839, 660.3652435181898, 2806.88760098197, 2148.6605686073535, 1604.9979102729285, 359.9096969448105, 1653.296011077122, 1201.3510001004788, 514.3205445189869, 2343.198502615871, 203.08168449756099, 2599.1955801605695, 3378.7897524567015, 2.803557027651583, 3571.961613448384, 2222.93343465978, 2201.9513777578118, 25.438698790982667]","[23.1068070322066, 5.32123483898622, 22.61795004820282, 17.31394495251695, 12.933101613802808, 2.9001587183304633, 13.322288566294297, 9.680507655926501, 4.144404065422941, 18.88153507345585, 1.636435813840137, 20.94436406253481, 27.226347723261092, 0.022591112229263362, 28.78293000361309, 17.912437023849957, 17.74336323737157, 0.20498548582580714]",244.4,0.35,"[301.0, 321.0, 182.0, 316.0, 328.0, 339.0]",106.01805617283951
BO1_30_10_EI,3,"[83.02473014909674, 1889.1887769302014, 1439.49949817492, 167.99638756901555, 3505.5198678292536, 837.9768255490955, 326.1831643181549, 2226.1896335991146, 1376.8631685617863, 3539.631188904438, 1680.3464156927282, 3095.7854642507546, 2449.1071389160074, 1621.7973070903552, 47.75386017551951, 3391.926320465471, 2027.8375842439418, 1387.4994091436984]","[0.6690147473738658, 15.223116655360204, 11.599512475220951, 1.3537178692104397, 28.247541239558853, 6.752432115625266, 2.6283897205330775, 17.938675532627837, 11.09478782080408, 28.52241086949588, 13.540261206226658, 24.945894151899715, 19.734948742272422, 13.068471451171275, 0.38480145185753034, 27.33220242115609, 16.34035120261033, 11.180494835968561]",250.4,0.28,"[265.0, 301.0, 236.0, 295.0, 285.0, 425.0]",102.79954691358026
BO1_30_10_EI,4,"[57.478507992771114, 831.2177722397366, 867.6916776936424, 2459.74866777165, 2195.987968017436, 2999.5016822501925, 624.1127526279796, 1407.8181872636671, 656.0499160370244, 2719.3010771435497, 1530.5611481684814, 748.58998632548, 2043.7211801519697, 112.72785284001093, 3032.2251885419955, 1619.1148801311567, 1422.5408496065322, 3335.97191685766]","[0.46316283636398964, 6.697967544236396, 6.991874920980197, 19.820698370440372, 17.695309975966445, 24.170037729655057, 5.029111624721835, 11.344223910263233, 5.286461853642421, 21.912176286410556, 12.333288865177128, 6.032151380543755, 16.468341500015875, 0.9083630365834886, 24.43372432346491, 13.046856407180957, 11.462859384420083, 26.881320844944884]",230.9,0.25,"[198.0, 252.0, 349.0, 236.0, 281.0, 375.0]",109.79220200617284
BO1_30_10_EI,5,"[2618.1791850831155, 1175.5467677010076, 2053.598307859438, 1875.0033360929656, 3460.219287657658, 3040.321855241346, 2690.3523964945716, 1942.8916766006876, 2112.304196389854, 3474.9191061508977, 2185.3232916720654, 993.5970552811564, 1066.5846205346968, 594.960980626809, 56.291064268298165, 1524.245330542931, 1421.5734654320513, 1056.5574289849374]","[21.09733428753518, 9.472576693803447, 16.547931570180808, 15.108810121619385, 27.882508361463803, 24.498967407263063, 21.67890730454933, 15.655855572930601, 17.020984660675698, 28.000959759475407, 17.609373824915917, 8.006422685585466, 8.594557780295704, 4.794206129144311, 0.4535943937816129, 12.282395894785907, 11.45506418559268, 8.51375849302931]",268.8,0.44,"[292.0, 209.0, 363.0, 372.0, 379.0, 489.0]",62.174785185185186
BO1_30_10_EI,6,"[50.68736177430405, 715.8326547196988, 2560.83102989514, 2844.631945912341, 2181.4559092116415, 3334.683162648057, 2343.8772918070003, 3293.8548319576116, 3060.1388800432783, 1618.0224268975326, 343.4764193654808, 1334.9457079137592, 2407.8285095889864, 2397.3204838229885, 2128.672035747818, 988.9984547642312, 2020.4763330517246, 1378.5367491136437]","[0.4084396597445935, 5.768192221754221, 20.63522183638308, 22.92209464876987, 17.578210388490263, 26.870936040677336, 18.8870047687913, 26.541940628183816, 24.658653344426096, 13.038053399657798, 2.767739076273012, 10.757016179804667, 19.40232481538265, 19.31765095747775, 17.15287700038532, 7.9693670810977535, 16.28103411000584, 11.10827356255958]",282.2,0.22,"[246.0, 290.0, 380.0, 438.0, 510.0, 442.0]",53.520447839506176
BO1_30_10_EI,7,"[3498.1635434007744, 3056.0897673579025, 2598.226276193544, 849.5457110962409, 921.8459619407664, 145.56092233835287, 2558.386402868835, 399.2069549225929, 1581.6114067167728, 726.1891284074266, 3224.7489444246708, 1711.3328034556027, 2027.7920591149816, 2503.8579111340596, 501.59323586115255, 2175.9025654001425, 1943.4279286860237, 731.02040904517]","[28.188263846903904, 24.62602552262613, 20.936553393985044, 6.84565440045319, 7.428251103471124, 1.1729324926539313, 20.615522988467646, 3.2168167197630373, 12.744652753559814, 5.851644870325758, 25.985084161359154, 13.789950068135397, 16.339984360314116, 20.17613143540741, 4.041847186632978, 17.53346144560953, 15.660176701740724, 5.890575415351894]",250.9,0.44,"[471.0, 362.0, 314.0, 385.0, 278.0, 236.0]",83.24050447530864
BO1_30_10_EI,8,"[3394.2728540087323, 2155.91567935873, 2501.225758942937, 3169.6842204549284, 2247.674573281656, 1064.2812690157705, 379.7793353889743, 1643.5244537384772, 786.3855739806012, 1499.4358123333188, 3179.8089321079265, 1167.6420756189864, 439.51663692242414, 1282.67221707711, 3264.5823895647154, 979.6760977846874, 2331.684433948905, 1.8733571831369482]","[27.351110830046192, 17.372406763567525, 20.1549215063895, 25.541371639443422, 18.111801557467015, 8.575997332923212, 3.060268617155313, 13.243549184032855, 6.3367088958952555, 12.08248035723867, 25.622956745430514, 9.408880544874991, 3.541632851913168, 10.335795463957373, 26.30606276845057, 7.894247363293211, 18.788754504020186, 0.015095545391917391]",253.7,0.36,"[363.0, 387.0, 205.0, 332.0, 373.0, 366.0]",88.62586682098765
BO1_30_10_EI,9,"[1269.2478828030087, 1097.2125293689048, 592.7610713145904, 1922.7219097515915, 1745.38789689234, 2492.7697184049734, 969.8844016746775, 878.8518800919873, 605.8477518225501, 787.5511904630531, 2009.1672072624285, 1453.8102158089473, 233.61208959233366, 914.0954901636411, 888.7538262189645, 2506.6953822232385, 2564.1741237279916, 533.1129478322397]","[10.227621940394913, 8.841358012642264, 4.776479220907255, 15.49332723409824, 14.06436661476503, 20.086782581828956, 7.815345702455097, 7.081804029750099, 4.881931924436342, 6.346101454174481, 16.18990497391159, 11.71482849161118, 1.8824503593258153, 7.365797664493482, 7.161594087179408, 20.198995827745676, 20.66216054575336, 4.295833584466074]",189.2,0.45,"[203.0, 237.0, 240.0, 204.0, 219.0, 266.0]",138.2123413580247
BO1_30_10_EI,10,"[3591.8657461761914, 960.4116513910262, 3515.8138409975513, 1479.733247945633, 118.98263844197422, 1242.256492896059, 2283.66484092491, 2450.539625597161, 1911.3644999416913, 1612.0193924631303, 1990.415120656781, 2133.7082059658173, 291.07197479777494, 1330.7560418210562, 871.7757777987333, 2891.3031229676258, 1693.0822840057388, 3540.3233072214352]","[28.94331785798704, 7.7390141127399374, 28.330490257836836, 11.923716744122748, 0.95876420984669, 10.010124842031097, 18.401811772158826, 19.746491745343764, 15.401809024510003, 12.989680841765757, 16.038800327613064, 17.193458549281367, 2.345463132939363, 10.72325577615678, 7.0247846720284715, 23.298171820851135, 13.642887058869773, 28.527987971163864]",272.9,0.57,"[341.0, 315.0, 371.0, 429.0, 414.0, 286.0]",66.15263719135802
